firm_id   , sector            , baseline_production, baseline_emissions_intensity, cash_on_hand, revenue_per_unit  , is_covered, risk_aversion      , technology_readiness, max_production_change_percent, variable_production_cost, macc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , target_intensity_2025, target_intensity_2026, target_intensity_2027, target_intensity_2028, target_intensity_2029, target_intensity_2030
Firm_CE11 , Cement            ,               82557,          0.9248226852178224 ,     51471761, 143.21616102834997, True      , 0.5389870314932689 ,  0.6535161581541546 ,           0.21519612595026005,       18.036847570290078, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2237, ""abatement_potential"": 4563, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4394, ""abatement_potential"": 8598, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 9117, ""abatement_potential"": 16182, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 12327, ""abatement_potential"": 7968, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 23677, ""abatement_potential"": 44130, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 26927, ""abatement_potential"": 6182, ""implementation_time"": 18, ""type"": ""strategy""}]" ,   0.8878979624450513 ,   0.8524475062248191 ,   0.8184124545886474 ,   0.7857362957070653 ,   0.7543647740573188 ,   0.7242458003374538
Firm_CE12 , Cement            ,               83436,          0.8477461660031074 ,     51326237, 152.9020672406113 , True      , 0.6351392477304797 ,  0.7913340520575225 ,           0.17301852682415553,       22.985480837925543, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2768, ""abatement_potential"": 3859, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4791, ""abatement_potential"": 7879, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 7294, ""abatement_potential"": 17876, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 13189, ""abatement_potential"": 12265, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 23307, ""abatement_potential"": 51319, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 30867, ""abatement_potential"": 6200, ""implementation_time"": 18, ""type"": ""strategy""}]",   0.8180579706744566 ,   0.7894094603095582 ,   0.7617642249881765 ,   0.7350871298708341 ,   0.7093442705452956 ,   0.6845029299368253
Firm_CE13 , Cement            ,               80190,          0.8169684932788209 ,     54650271, 157.02273343033713, True      , 0.3535376041250221 ,  0.235594197348874  ,           0.205680126245835  ,       30.850785934894056, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2570, ""abatement_potential"": 3992, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4184, ""abatement_potential"": 9960, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 6848, ""abatement_potential"": 15137, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 13811, ""abatement_potential"": 11203, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 26970, ""abatement_potential"": 55062, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 28313, ""abatement_potential"": 4483, ""implementation_time"": 18, ""type"": ""strategy""}]",   0.7848117613803035 ,   0.7539207519850408 ,   0.7242456449353035 ,   0.695738581046727  ,   0.6683535849223551 ,   0.6420464908048024
Firm_CE14 , Cement            ,               99190,          0.8363627455958671 ,     49185687, 158.2648110511294 , True      , 0.5090739190887502 ,  0.5012130357497597 ,           0.22982951789667752,       25.699350753999774, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2795, ""abatement_potential"": 5975, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 3740, ""abatement_potential"": 7502, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 6700, ""abatement_potential"": 15587, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 9772, ""abatement_potential"": 9827, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 25426, ""abatement_potential"": 44663, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 31089, ""abatement_potential"": 3826, ""implementation_time"": 18, ""type"": ""strategy""}]"  ,   0.8032688413446077 ,   0.7714844245189406 ,   0.7409576802195185 ,   0.7116388438024924 ,   0.6834801197532789 ,   0.6564356037703972
Firm_CE15 , Cement            ,               84777,          0.9048420953121419 ,     43503157, 150.7416485439331 , True      , 0.36132099343683277,  0.7622952030300709 ,           0.17715429158197418,       31.374532947033856, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2842, ""abatement_potential"": 4235, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 3858, ""abatement_potential"": 8798, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 6842, ""abatement_potential"": 12245, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 14253, ""abatement_potential"": 11072, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 20410, ""abatement_potential"": 47470, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 29202, ""abatement_potential"": 5610, ""implementation_time"": 18, ""type"": ""strategy""}]",   0.8767881170392863 ,   0.8496039321823331 ,   0.8232625734221026 ,   0.7977379095417474 ,   0.773004619504001  ,   0.749038167332143
Firm_AL16 , Aluminium         ,               78308,          1.511688078983675  ,     52841992, 203.76999801530732, True      , 0.1465548764067549 ,  0.8321709821011843 ,           0.19423522297311044,       24.515109260620275, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2182, ""abatement_potential"": 6086, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4221, ""abatement_potential"": 8066, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 8502, ""abatement_potential"": 14517, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 13104, ""abatement_potential"": 7738, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 25660, ""abatement_potential"": 41466, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 25441, ""abatement_potential"": 4604, ""implementation_time"": 18, ""type"": ""strategy""}]" ,   1.4840460081246396 ,   1.4569093881532567 ,   1.4302689766143886 ,   1.404115700056413  ,   1.3784406509408986 ,   1.3532350846087886
Firm_AL17 , Aluminium         ,               79435,          1.5001808718671783 ,     57156720, 196.22826618782588, True      , 0.8836084228972069 ,  0.24026421591147085,           0.15171611018317502,       36.557381729089954, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2346, ""abatement_potential"": 4911, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4239, ""abatement_potential"": 6192, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 9437, ""abatement_potential"": 17900, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 10852, ""abatement_potential"": 7576, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 29334, ""abatement_potential"": 50025, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 30472, ""abatement_potential"": 5459, ""implementation_time"": 18, ""type"": ""strategy""}]" ,   1.4353101193190165 ,   1.3732445048812527 ,   1.3138627289002016 ,   1.2570487369562464 ,   1.2026914930496677 ,   1.1506847625943604
Firm_AL18 , Aluminium         ,               89223,          1.7964842295050498 ,     63201904, 207.34397867110007, True      , 0.609122877956809  ,  0.7407594357459198 ,           0.21771683423829818,       32.187441958454464, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2811, ""abatement_potential"": 5801, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4201, ""abatement_potential"": 9281, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 8484, ""abatement_potential"": 12800, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 10915, ""abatement_potential"": 8572, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 23772, ""abatement_potential"": 38474, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 31419, ""abatement_potential"": 4591, ""implementation_time"": 18, ""type"": ""strategy""}]" ,   1.7614572560300048 ,   1.7271132214033347 ,   1.6934388100163997 ,   1.6604209658818045 ,   1.6280468875714293 ,   1.5963040232531576
Firm_AL19 , Aluminium         ,               86281,          1.7099325107610206 ,     58454561, 195.21389056471807, True      , 0.49682996343472496,  0.6543122869535515 ,           0.18483366044531974,       40.542907492681266, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2417, ""abatement_potential"": 6168, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4076, ""abatement_potential"": 7693, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 8219, ""abatement_potential"": 15569, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 13111, ""abatement_potential"": 8138, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 22500, ""abatement_potential"": 52013, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 34405, ""abatement_potential"": 5154, ""implementation_time"": 18, ""type"": ""strategy""}]" ,   1.6819383140110056 ,   1.6544024248531013 ,   1.62731734009474   ,   1.6006756793820325 ,   1.5744701831887111 ,   1.5486937108379981
Firm_AL20 , Aluminium         ,               82043,          1.626568029033756  ,     53741196, 204.7981752089475 , True      , 0.29058892192318353,  0.4021831089410359 ,           0.20343274735305633,       30.420907385710787, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2297, ""abatement_potential"": 3999, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 3285, ""abatement_potential"": 9834, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 9110, ""abatement_potential"": 13911, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 14192, ""abatement_potential"": 10883, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 24825, ""abatement_potential"": 49825, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 24999, ""abatement_potential"": 3979, ""implementation_time"": 18, ""type"": ""strategy""}]",   1.579988597308038  ,   1.5347430436748213 ,   1.4907931703566801 ,   1.4481018734319238 ,   1.4066331115102502 ,   1.366351875305425
Firm_AL21 , Aluminium         ,               74491,          1.5934592999720723 ,     52763642, 194.25455790048457, True      , 0.8569556343053523 ,  0.725036840376962  ,           0.16134646020174478,       40.41136943080773 , "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2995, ""abatement_potential"": 3889, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 4379, ""abatement_potential"": 8183, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 8658, ""abatement_potential"": 18514, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 12902, ""abatement_potential"": 11684, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 28668, ""abatement_potential"": 58462, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 29113, ""abatement_potential"": 4306, ""implementation_time"": 18, ""type"": ""strategy""}]",   1.5152225400795312 ,   1.4408271023962178 ,   1.3700843830441676 ,   1.3028150383482437 ,   1.2388485301723338 ,   1.1780226935789428
Firm_AL22 , Aluminium         ,               89065,          1.5333795911583683 ,     59726290, 201.62610834453565, True      , 0.7905108175912031 ,  0.8042879749107334 ,           0.17366851936820787,       39.876955246016564, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2350, ""abatement_potential"": 5520, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 3970, ""abatement_potential"": 7511, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 8656, ""abatement_potential"": 13115, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 11185, ""abatement_potential"": 9672, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 22536, ""abatement_potential"": 47630, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 30857, ""abatement_potential"": 5602, ""implementation_time"": 18, ""type"": ""strategy""}]" ,   1.478613243358917  ,   1.4258029362349676 ,   1.3748788076306901 ,   1.3257734905944074 ,   1.2784220242596198 ,   1.2327617679090122
Firm_AL23 , Aluminium         ,               83116,          1.7565208161193087 ,     58693670, 204.92089758530847, True      , 0.5666950120777278 ,  0.8697380387796335 ,           0.18748705795237042,       25.571377984482798, "[{""name"": ""Energy Efficiency"", ""cost_per_tonne"": 2223, ""abatement_potential"": 6158, ""implementation_time"": 3, ""type"": ""process""}, {""name"": ""Process Optimization"", ""cost_per_tonne"": 3219, ""abatement_potential"": 9879, ""implementation_time"": 6, ""type"": ""process""}, {""name"": ""Fuel Switching"", ""cost_per_tonne"": 6538, ""abatement_potential"": 17933, ""implementation_time"": 12, ""type"": ""technology""}, {""name"": ""Heat Recovery"", ""cost_per_tonne"": 12132, ""abatement_potential"": 12464, ""implementation_time"": 9, ""type"": ""technology""}, {""name"": ""Carbon Capture"", ""cost_per_tonne"": 20737, ""abatement_potential"": 51346, ""implementation_time"": 24, ""type"": ""technology""}, {""name"": ""R&D Investment"", ""cost_per_tonne"": 35631, ""abatement_potential"": 5057, ""implementation_time"": 18, ""type"": ""strategy""}]",   1.6767730681440436 ,   1.6006459452412312 ,   1.5279750675224342 ,   1.458603518105515  ,   1.3923815042869139 ,   1.3291660340970342
